seq,keys,vals,grp
1567,ModelName,of,292
1568,ModelName,duty,292
1569,O,wwii,292
1570,Category,car,292
1571,Category,stereo,292
1572,ModelName,iphone,292
1573,ModelName,x,292
1574,Category,case,292
1575,Category,car,292
1576,Category,stereo,292
1577,O,with,292
1578,O,bluetooth,292
1579,O,video,292
1580,Category,camera,292
1581,Brand,canon,293
1582,ModelName,g7x,293
1583,ModelName,mark,293
1584,ModelName,ii,293
1585,Category,cb,293
1586,Category,radio,293
1587,O,cb,293
1588,Category,radio,293
1589,Category,antenna,293
1590,Category,cb,293
1591,Category,radio,293
1592,O,kit,293
1593,Category,cb,293
1594,Category,antenna,293
1595,O,cb,293
1596,Category,antenna,293
1597,Category,mount,293
1598,O,cb,293
1599,Category,antenna,293
1600,Category,kit,293
1601,Category,cb,293
1602,Category,antenna,293
1603,Category,wire,293
1604,O,cb,293
1605,Category,radio,293
1606,Category,mount,293
1607,ModelName,cb5-132t-c9kk,293
1608,O,cctv,293
1609,Category,security,293
1610,Category,cameras,293
1611,Category,cctv,293
1612,O,system,293
1613,Category,cctv,293
1614,Category,camera,293
1615,O,cctv,293
1616,Category,monitor,293
1617,Category,cctv,293
1618,Category,cable,293
1619,Category,cctv,293
1620,ModelName,ccm,293
1621,ModelName,683,293
1622,ModelName,ccm664,293
1623,ModelName,ccm663,293
1624,Category,cd,293
1625,Category,player,293
1626,Category,cd,293
1627,Category,player,293
1628,O,with,293
1629,O,speakers,293
1630,Category,cd,293
1631,Category,player,293
1632,O,and,293
1633,Category,radio,293
1634,Category,cd,293
1635,Category,player,293
1636,O,with,293
1637,O,bluetooth,293
1638,Category,cd,293
1639,Category,drive,293
1640,Category,cd,293
1641,Category,players,293
1642,O,and,293
1643,Category,tuners,293
1644,Category,cd,293
1645,Category,burner,293
1646,Category,cd-r,293
1647,Category,cd-rom,293
1648,Category,drive,293
1649,Category,cell,293
1650,Category,phones,293
1651,Category,cell,293
1652,Category,phones,293
1653,O,with,293
1654,O,no,293
1655,O,contract,293
1656,O,unlocked,293
1657,Category,cell,293
1658,Category,phones,293
1659,O,cell,293
1660,O,phone,293
1661,Category,signal,293
1662,Category,booster,293
1663,O,ceiling,293
1664,Category,speakers,293
1665,O,cell,293
1666,Category,phone,293
1667,Category,accessories,293
1668,Category,cell,293
1669,Category,phones,293
1670,O,for,293
1671,O,t-mobile,293
1672,Category,cell,293
1673,Category,phone,293
1674,O,car,293
1675,Category,mount,293
1676,Category,cell,293
1677,Category,phones,293
1678,O,no,293
1679,O,contract,293
1680,O,unlocked,293
1681,O,cf,293
1682,Category,memory,293
1683,Category,card,293
1684,Category,cf,293
1685,Category,card,293
1686,Category,cf,293
1687,Category,card,293
1688,Category,reader,293
1689,O,cf,293
1690,Category,memory,293
1691,Category,card,293
1692,Category,reader,293
1693,O,cf,293
1694,Category,card,293
1695,Category,adapter,293
1696,ModelName,cfast,293
1697,ModelName,2,293
1698,O,card,293
1699,Category,cf,293
1700,Category,reader,293
1701,O,cfast,293
1702,Category,memory,293
1703,Category,card,293
1704,ModelName,cfast,293
1705,Storage,128gb,293
1706,ModelName,cf391,293
1707,O,curved,293
1708,Category,led,293
1709,Category,monitor,293
1710,ModelName,mc17j8000cg,293
1711,ModelName,mc11k7035cg,293
1712,ModelName,cgs-5020,293
1713,Brand,whirlpool,294
1714,ModelName,w3cg3014xs,294
1715,Brand,whirlpool,295
1716,ModelName,w3cg3014xb,295
1717,Category,chromebook,295
1718,ModelName,chromecast,295
1719,O,chest,295
1720,Category,freezer,295
1721,ModelName,chromecast,295
1722,ModelName,2,295
1723,Category,charger,295
1724,O,for,295
1725,ModelName,iphone,295
1726,Category,chromebook,295
1727,Category,laptop,295
1728,Brand,chefman,296
1729,Category,air,296
1730,Category,fryer,296
1731,O,champion,296
1732,ModelName,amiibo,296
1733,ModelName,chromecast,296
1734,ModelName,ultra,296
1735,ModelName,cintiq,296
1736,O,cinnamon,296
1737,Category,hdmi,296
1738,O,circle,296
1739,O,by,296
1740,Brand,disney,297
1741,O,cinderella,297
1742,Category,dvd,297
1743,ModelName,circle,297
1744,ModelName,2,297
1745,Brand,cisco,298
1746,ModelName,cities,298
1747,ModelName,skylines,298
1748,ModelName,wt1901ck,298
1749,Brand,lg,299
1750,ModelName,wd100ck,299
1751,Brand,lg,300
1752,ModelName,wt1901ck,300
1753,Category,clock,300
1754,Category,radio,300
1755,ModelName,super,300
1756,ModelName,nintendo,300
1757,ModelName,classic,300
1758,Brand,nintendo,301
1759,ModelName,classic,301
1760,ModelName,edition,301
1761,Category,vacuum,301
1762,Category,cleaners,301
1763,Category,clothes,301
1764,Category,dryer,301
1765,O,clock,301
1766,O,radio,301
1767,O,with,301
1768,Category,cd,301
1769,Category,player,301
1770,O,cm,301
1771,O,700,301
1772,Category,modem,301
1773,ModelName,cm,301
1774,ModelName,storm,301
1775,ModelName,cm,301
1776,ModelName,4550,301
1777,ModelName,cm1000,301
1778,Category,cmos,301
1779,Category,battery,301
1780,ModelName,cm600,301
1781,ModelName,cm10,301
1782,ModelName,cm500,301
1783,Brand,cnco,302
1784,Category,computer,302
1785,O,computer,302
1786,Category,monitors,302
1787,Category,coffee,302
1788,Category,makers,302
1789,O,counter,302
1790,O,depth,302
1791,Category,refrigerator,302
1792,O,computer,302
1793,Category,speakers,302
1794,Category,desktop,302
1795,Category,computers,302
1796,Category,cordless,302
1797,Category,home,302
1798,Category,phones,302
1799,O,computer,302
1800,Category,desk,302
1801,Brand,corsair,303
1802,Category,keyboard,303
1803,Category,cooktop,303
1804,Category,cpu,303
1805,Category,cooler,303
1806,Category,cpu,303
1807,Category,processor,303
1808,Category,cpu,303
1809,Category,cooling,303
1810,Category,fan,303
1811,Category,cpu,303
1812,Category,fan,303
1813,Category,cpu,303
1814,Category,fan,303
1815,O,&,303
1816,O,heatsink,303
1817,Category,computer,303
1818,Category,processor,303
1819,Category,cpu,303
1820,O,water,303
1821,Category,cooler,303
1822,Category,cpu,303
1823,O,pc,303
1824,Category,kontrolfreek,303
1825,Category,cqc,303
1826,ModelName,chromecast,303
1827,O,cricket,303
1828,Category,wireless,303
1829,Category,phones,303
1830,Brand,crock,304
1831,Brand,pot,305
1832,O,cricket,305
1833,Category,cell,305
1834,Category,phones,305
1835,ModelName,crash,305
1836,ModelName,bandicoot,305
1837,O,cricket,305
1838,Category,sim,305
1839,Category,card,305
1840,ModelName,cr,305
1841,ModelName,2032,305
1842,Category,battery,305
1843,ModelName,cs,305
1844,ModelName,go,305
1845,ModelName,csi,305
1846,O,crime,305
1847,O,scene,305
1848,O,investigation,305
1849,ModelName,cs,305
1850,ModelName,9080,305
1851,ModelName,csr,305
1852,O,audio,305
1853,ModelName,csi,305
1854,O,complete,305
1855,O,series,305
1856,ModelName,cs-9060,305
1857,ModelName,csi,305
1858,O,final,305
1859,O,season,305
1860,O,usb,305
1861,O,type,305
1862,Category,c-to-usb,305
1863,O,type,305
1864,O,c,305
1865,O,usb,305
1866,O,type,305
1867,O,c-to-micro,305
1868,Category,usb,305
1869,Category,adapter,305
1870,ModelName,ctl490dw,305
1871,Category,usb,305
1872,Category,type,305
1873,Category,c-to-usb,305
1874,Category,type,305
1875,Category,a,305
1876,ModelName,mg11h2020ct,305
1877,O,curved,305
1878,Category,tv,305
1879,O,curved,305
1880,Category,monitor,305
1881,O,curve,305
1882,Category,tv,305
1883,O,cuphead,305
1884,ModelName,xbox,305
1885,ModelName,one,305
1886,Brand,cuisinart,306
1887,Category,coffee,306
1888,Category,maker,306
1889,O,curved,306
1890,Category,gaming,306
1891,Category,monitor,306
1892,Brand,cuisinart,307
1893,ModelName,wd100cv,307
1894,Brand,lg,308
1895,ModelName,wd200cv,308
1896,Brand,dell,309
1897,O,cvxgf,309
1898,Category,toner,309
1899,Category,cartridge,309
1900,O,black,309
1901,ModelName,cwm663,309
1902,ModelName,wm3270cw,309
1903,ModelName,wt7200cw,309
1904,Brand,lg,310
1905,ModelName,wt7200cw,310
1906,Brand,lg,311
1907,ModelName,wt7500cw,311
1908,Brand,lg,312
1909,ModelName,wt1501cw,312
1910,Brand,lg,313
1911,ModelName,wm3270cw,313
1912,ModelName,wt1501cw,313
1913,ModelName,wt7500cw,313
1914,O,cx,313
1915,Category,amplifier,313
1916,ModelName,cx750m,313
1917,ModelName,cxa,313
1918,ModelName,600,313
1919,ModelName,ti-nspire,313
1920,ModelName,cx,313
1921,ModelName,cx675,313
1922,ModelName,cx440,313
1923,Brand,texas,314
1924,Brand,instruments,315
1925,ModelName,ti-nspire,315
1926,ModelName,cx,315
1927,Brand,activeon,316
1928,ModelName,cx,316
1929,O,hd,316
1930,O,action,316
1931,Category,camera,316
1932,Brand,kicker,317
1933,ModelName,cx,317
1934,ModelName,1200,317
1935,Brand,sennheiser,318
1936,ModelName,cx,318
1937,ModelName,2.00g,318
1938,Brand,cyber,319
1939,Brand,power,320
1940,Brand,pc,321
1941,ModelName,cyberpower,321
1942,ModelName,pc,321
1943,Brand,cyberpowerpc,322
1944,Category,desktop,322
1945,O,gaming,322
1946,Category,pc,322
1947,Brand,cyberpowerpc,323
1948,Brand,cybertron,324
1949,Category,pc,324
1950,Brand,cyberpower,325
1951,Category,battery,325
1952,Category,backup,325
1953,Brand,cyberpower,326
1954,Brand,cyber,327
1955,Brand,power,328
1956,Category,ups,328
1957,Category,dash,328
1958,Category,cam,328
1959,O,dash,328
1960,Category,camera,328
1961,ModelName,horizon,328
1962,ModelName,zero,328
1963,ModelName,dawn,328
1964,Category,dash,328
1965,Category,cam,328
1966,O,front,328
1967,O,and,328
1968,O,rear,328
1969,ModelName,horizon,328
1970,ModelName,zero,328
1971,ModelName,dawn,328
1972,O,ps4,328
1973,Category,dash,328
1974,Category,cam,328
1975,O,for,328
1976,O,car,328
1977,Brand,dc,329
1978,Brand,universe,330
1979,O,10th,330
1980,Brand,dc,331
1981,O,10th,331
1982,O,anniversary,331
1983,O,dc,331
1984,O,to,331
1985,O,ac,331
1986,Category,power,331
1987,Category,inverter,331
1988,O,dc,331
1989,Category,power,331
1990,Category,supply,331
1991,Category,dc,331
1992,Category,adapter,331
1993,Category,dc,331
1994,O,5v,331
1995,Category,charger,331
1996,Brand,dc,332
1997,O,4k,332
1998,O,collection,332
1999,Category,ddr4,332
2000,Category,memory,332
2001,Category,ddr3,332
2002,Category,ram,332
2003,O,ddr4,332
2004,Category,ram,332
2005,Category,ddr3,332
2006,Category,ram,332
2007,O,for,332
2008,O,laptop,332
2009,Category,ddr3,332
2010,Category,ddr3,332
2011,O,desktop,332
2012,Category,ram,332
2013,Category,ddr4,332
2014,Category,ddr4,332
2015,O,2400,332
2016,Category,ram,332
2017,RAM,ddr4,332
2018,O,ram,332
2019,Category,laptop,332
2020,Category,ddr3l,332
2021,O,laptop,332
2022,Category,memory,332
2023,ModelName,08g-p4-6173-kb,332
2024,O,120hz,332
2025,O,led,332
2026,Category,tv,332
2027,O,4k,332
2028,Category,tv,332
2029,O,50ft,332
2030,Category,ethernet,332
2031,Category,cable,332
2032,O,aa,332
2033,O,aaa,332
2034,Category,battery,332
2035,Category,charger,332
2036,Category,aaa,332
2037,Category,battery,332
2038,Brand,aaxa,333
2039,Category,projector,333
2040,ModelName,ableton,333
2041,Brand,acer,334
2042,Category,laptop,334
2043,Brand,acer,335
2044,ModelName,predator,335
2045,Category,laptop,335
2046,Category,action,335
2047,Category,camera,335
2048,Category,adapter,335
2049,O,for,335
2050,O,macbook,335
2051,O,pro,335
2052,Brand,adobe,336
2053,ModelName,photoshop,336
2054,ModelName,elements,336
2055,ModelName,2018,336
2056,Brand,afterglow,337
2057,Category,headset,337
2058,O,for,337
2059,O,xbox,337
2060,O,one,337
2061,ModelName,afterglow,337
2062,O,xbox,337
2063,O,one,337
2064,O,controller,337
2065,Category,air,337
2066,Category,pods,337
2067,Category,airpods,337
2068,ModelName,alexa,337
2069,Brand,amazon,338
2070,ModelName,echo,338
2071,O,amazon,338
2072,O,fire,338
2073,O,"7""",338
2074,Category,tablet,338
2075,Brand,amazon,339
2076,ModelName,fire,339
2077,ModelName,hd,339
2078,ModelName,8,339
2079,Category,amplifier,339
2080,O,antennas,339
2081,Category,hdtv,339
2082,Category,antenna,339
2083,Brand,apple,340
2084,Category,tv,340
2085,Brand,apple,341
2086,Category,watch,341
2087,ModelName,series,341
2088,ModelName,2,341
2089,O,38mm,341
2090,Brand,aquabot,342
2091,Brand,aquasana,343
2092,Category,water,343
2093,Category,filter,343
2094,Brand,arlo,344
2095,O,q,344
2096,Category,assassin's,344
2097,Brand,creed,345
2098,Brand,astro,346
2099,ModelName,a40,346
2100,Category,headset,346
2101,Brand,asus,347
2102,Category,chromebook,347
2103,ModelName,flip,347
2104,ModelName,c302ca-dhm4,347
2105,Brand,asus,348
2106,Category,laptop,348
2107,Brand,asus,349
2108,Category,monitor,349
2109,O,144hz,349
2110,Brand,asus,350
2111,ModelName,vx24ah,350
2112,Brand,at&t,351
2113,Brand,at&t,352
2114,ModelName,gophone,352
2115,O,at&t,352
2116,O,prepaid,352
2117,Category,phones,352
2118,Category,audio,352
2119,Category,receiver,352
2120,Brand,audioquest,353
2121,Category,hdmi,353
2122,Category,cables,353
2123,Category,av,353
2124,Category,cable,353
2125,ModelName,av,353
2126,ModelName,receivers,353
2127,Brand,with,354
2128,Brand,wifi,355
2129,RAM,awolnation,355
2130,Brand,b&w,356
2131,Category,headphones,356
2132,Category,battery,356
2133,Category,battery,356
2134,O,pack,356
2135,ModelName,bd-j5700,356
2136,O,bdi,356
2137,Category,tv,356
2138,Category,stands,356
2139,Brand,beats,357
2140,O,by,357
2141,O,dr.,357
2142,O,dre,357
2143,O,studio,357
2144,O,2,357
2145,Brand,beats,358
2146,O,ep,358
2147,Category,headphones,358
2148,Brand,beats,359
2149,ModelName,solo,359
2150,ModelName,2,359
2151,O,wireless,359
2152,Category,binoculars,359
2153,O,bioshock,359
2154,ModelName,the,359
2155,O,collection,359
2156,Brand,bissell,360
2157,Category,carpet,360
2158,Category,cleaner,360
2159,Category,blu-ray,360
2160,O,bluetooth,360
2161,Category,headset,360
2162,Category,bluetooth,360
2163,Category,transmitter,360
2164,O,bmw,360
2165,Category,dash,360
2166,Category,kit,360
2167,O,bnc,360
2168,Category,camera,360
2169,ModelName,bnc,360
2170,ModelName,coupler,360
2171,Brand,bose,361
2172,ModelName,soundbar,361
2173,O,bt,361
2174,Category,earbuds,361
2175,Category,bt,361
2176,Category,speakers,361
2177,ModelName,call,361
2178,ModelName,of,361
2179,ModelName,duty,361
2180,ModelName,world,361
2181,ModelName,war,361
2182,ModelName,2,361
2183,Brand,canon,362
2184,ModelName,bg-e20,362
2185,Category,battery,362
2186,Category,grip,362
2187,Brand,canon,363
2188,ModelName,sx730,363
2189,ModelName,hs,363
2190,Brand,canon,364
2191,ModelName,vixia,364
2192,ModelName,hf,364
2193,ModelName,r82,364
2194,Category,car,364
2195,Category,stereo,364
2196,O,with,364
2197,O,bluetooth,364
2198,ModelName,cb3-431-c5ex,364
2199,Category,cctv,364
2200,Category,camera,364
2201,Category,cctv,364
2202,Category,security,364
2203,Category,cameras,364
2204,Category,cd,364
2205,Category,player,364
2206,O,with,364
2207,Category,speakers,364
2208,Category,cell,364
2209,Category,phone,364
2210,O,accessories,364
2211,Category,cell,364
2212,Category,phone,364
2213,Category,car,364
2214,Category,mount,364
2215,Category,cell,364
2216,Category,phones,364
2217,O,for,364
2218,O,t-mobile,364
2219,Category,cf,364
2220,Category,memory,364
2221,Category,card,364
2222,Category,charger,364
2223,O,for,364
2224,O,iphone,364
2225,Brand,chefman,365
2226,Category,air,365
2227,Category,fryer,365
2228,ModelName,cm600,365
2229,Category,cpu,365
2230,O,water,365
2231,Category,cooler,365
2232,ModelName,cs-9060,365
2233,O,curve,365
2234,Category,tv,365
2235,Category,cx675,365
2236,Price,cxa,365
2237,Price,600,365
2238,O,dc,365
2239,ModelName,adapter,365
2240,Category,ddr4,365
2241,Category,ram,365
2242,O,laptop,365
2243,Brand,dell,366
2244,Category,gaming,366
2245,ModelName,s2417dg,366
2246,Brand,dell,367
2247,ModelName,s2417dg,367
2248,Brand,dell,368
2249,ModelName,xps,368
2250,ScreenSize,15,368
2251,Category,digital,368
2252,Category,camera,368
2253,O,dlp,368
2254,Category,projector,368
2255,O,1080p,368
2256,ModelName,dmp-ub900,368
2257,O,dp,368
2258,Category,cable,368
2259,Category,adapter,368
2260,Category,dryer,368
2261,O,dual,368
2262,Category,monitor,368
2263,Category,stand,368
2264,ModelName,dv42h5000ew,368
2265,Category,dvd,368
2266,Category,and,368
2267,Category,blu-ray,368
2268,Category,player,368
2269,Category,dvd,368
2270,Category,movies,368
2271,Category,dvr,368
2272,Category,recorder,368
2273,Brand,dvr,369
2274,O,tv,369
2275,Category,recorders,369
2276,ModelName,dw80m9550us,369
2277,O,dyson,369
2278,ScreenSize,vacuum,369
2279,O,ebay,369
2280,ModelName,gift,369
2281,O,cards,369
2282,Category,ebike,369
2283,Brand,eero,370
2284,ModelName,pro,370
2285,O,ef-s,370
2286,ModelName,18-55mm,370
2287,O,is,370
2288,O,stm,370
2289,O,lens,370
2290,ModelName,egyptian,370
2291,ScreenSize,lover,370
2292,Category,either,370
2293,Category,net,370
2294,Category,cable,370
2295,Category,electric,370
2296,Category,dryer,370
2297,O,en-el,370
2298,O,14a,370
2299,Category,battery,370
2300,Brand,nikon,371
2301,ModelName,envy,371
2302,ModelName,x360,371
2303,Brand,epson,372
2304,ModelName,220,372
2305,ModelName,ink,372
2306,Category,cartridges,372
2307,Brand,epson,373
2308,ModelName,410,373
2309,O,ink,373
2310,Category,cartridge,373
2311,Brand,equator,374
2312,Category,washer,374
2313,Category,ergonomic,374
2314,Category,keyboard,374
2315,Brand,escort,375
2316,Category,radar,375
2317,Category,detector,375
2318,Category,essential,375
2319,Category,oils,375
2320,Brand,ellia,376
2321,Brand,essential,377
2322,Category,phone,377
2323,Category,case,377
2324,Category,ethernet,377
2325,Category,cable,377
2326,O,ethernet,377
2327,Category,cable,377
2328,O,coupler,377
2329,Category,ethernet,377
2330,Category,splitter,377
